518,90,687,296
0,0,0,0
522,96,694,298
523,88,694,293
529,89,696,295
0,0,0,0
534,89,702,294
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
541,104,701,314
0,0,0,0
0,0,0,0
541,101,693,315
541,102,692,317
542,103,694,317
541,102,691,318
541,104,692,317
542,99,691,319
0,0,0,0
545,95,689,320
0,0,0,0
548,92,692,322
547,94,691,323
550,92,692,323
554,91,691,324
554,92,695,326
558,91,695,327
557,91,696,328
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
563,90,697,344
564,92,700,346
563,93,700,350
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
570,96,702,363
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
557,112,716,432
555,112,716,435
554,111,719,432
552,111,721,437
552,111,719,437
552,110,723,436
550,110,724,439
555,107,724,432
554,103,730,433
554,103,733,432
554,99,733,434
552,104,732,433
552,100,735,434
548,97,737,443
541,95,732,447
540,90,737,445
543,90,738,444
546,88,738,438
549,85,742,439
547,82,748,439
546,80,754,440
547,76,762,441
545,77,771,441
540,78,774,445
542,81,777,448
543,77,777,453
546,78,778,454
548,81,782,459
541,79,786,463
543,82,788,466
539,86,793,470
538,87,802,473
536,94,809,478
544,102,787,462
541,113,789,462
534,111,789,467
536,121,785,469
535,133,787,472
522,122,786,473
515,98,785,469
514,90,778,469
508,89,776,471
504,89,773,469
498,87,772,467
490,86,769,465
500,96,794,472
497,96,790,469
494,94,782,467
486,93,779,468
481,91,776,467
465,81,761,472
468,95,760,463
451,94,762,455
442,89,755,454
434,91,750,451
429,85,745,450
422,86,739,453
422,85,737,453
419,83,734,455
406,81,735,453
583,49,680,227
432,61,729,465
580,45,678,220
0,0,0,0
0,0,0,0
445,64,729,480
0,0,0,0
580,38,682,217
489,66,735,475
