536,108,674,271
537,109,676,278
543,109,677,277
543,109,680,279
545,109,683,278
546,115,688,281
549,115,690,280
555,113,687,280
555,115,693,281
557,114,698,287
561,115,701,285
563,113,704,284
566,116,707,287
569,115,705,273
573,113,709,272
576,114,711,271
575,114,711,273
574,117,713,286
581,117,711,282
582,117,712,284
579,118,716,290
583,119,712,284
583,119,712,283
583,118,711,282
582,119,710,282
583,117,710,273
582,118,707,276
581,118,706,274
577,121,705,293
573,123,702,290
573,123,701,297
567,121,697,294
565,123,695,293
566,120,688,293
565,117,688,284
563,120,685,295
560,121,687,299
556,119,683,296
557,117,682,296
555,117,681,296
554,118,679,299
553,119,678,299
552,118,677,299
556,115,677,294
553,118,678,298
556,117,678,295
556,116,679,299
556,114,679,300
559,110,680,299
563,113,682,302
564,111,683,300
564,110,681,298
564,109,683,299
568,111,684,300
570,110,685,308
570,111,686,305
570,111,687,305
571,111,687,302
572,109,686,306
573,112,685,309
574,109,685,311
574,108,685,314
574,108,686,317
574,107,687,320
574,111,687,323
576,111,687,326
576,110,689,322
576,110,689,323
578,109,690,326
579,110,690,325
579,110,689,325
578,110,689,330
580,107,691,334
580,111,692,330
580,109,692,337
581,112,691,335
582,114,691,328
579,112,693,340
583,115,693,334
580,112,697,358
582,111,695,352
582,112,697,357
581,112,697,356
582,113,697,362
583,115,696,357
584,115,695,364
582,116,695,368
582,115,698,368
582,115,697,372
580,115,698,378
579,118,697,380
577,120,696,381
576,122,695,380
573,120,694,383
572,123,696,381
571,124,697,384
571,126,695,388
567,124,698,389
565,123,693,395
566,119,696,392
567,121,698,391
565,119,697,391
563,123,696,399
561,124,697,400
564,120,702,397
564,123,700,400
562,126,703,401
560,125,704,405
560,121,709,412
559,118,716,409
556,120,721,408
560,112,723,411
558,117,726,409
558,114,731,411
558,113,733,415
556,111,739,411
562,108,744,418
556,106,747,418
562,107,752,423
562,105,758,422
559,104,757,422
566,100,760,426
565,97,762,432
565,93,764,432
567,99,767,432
568,102,772,434
563,101,776,435
562,99,780,440
561,97,785,451
560,100,790,445
550,129,794,449
555,133,795,451
548,141,797,457
550,136,799,462
546,139,799,466
542,144,801,464
528,104,801,455
524,101,800,460
518,99,795,463
511,101,796,459
505,100,791,462
500,99,794,457
497,97,792,460
490,100,783,459
487,97,778,469
478,95,770,467
474,97,773,463
468,88,771,461
462,97,773,462
459,97,770,463
457,93,766,461
451,88,759,460
446,87,756,452
437,91,750,451
437,89,750,452
434,90,748,451
430,95,747,448
570,79,729,449
569,77,736,439
570,69,723,445
554,66,715,436
548,68,712,423
493,76,721,435
500,80,717,430
499,70,715,433
497,70,723,432
485,71,725,428
479,60,724,430
477,60,726,423
466,63,727,423
456,64,726,420
457,64,730,427
444,66,730,423
444,66,737,423
442,76,730,421
444,75,737,422
444,70,742,427
446,77,742,424
446,75,743,432
449,75,747,435
450,75,748,440
455,71,752,445
458,68,758,443
460,70,756,442
470,70,758,438
475,75,765,435
475,65,769,435
476,57,771,426
477,56,773,422
481,53,778,422
486,51,778,424
488,47,778,418
490,47,782,412
491,44,784,410
493,44,786,404
497,43,786,399
496,35,785,395
498,28,786,398
502,28,791,398
505,28,793,397
499,25,793,392
495,25,789,388
496,22,786,392
491,26,787,385
486,28,785,375
485,34,778,383
483,29,775,383
482,29,766,385
474,29,769,384
471,30,762,386
466,35,752,381
453,36,752,387
447,34,748,389
445,35,738,388
442,42,729,386
432,40,728,388
434,43,716,390
430,44,715,392
434,39,715,396
427,44,718,394
427,41,712,395
428,42,709,392
427,42,705,391
428,45,703,389
429,49,702,392
428,49,697,394
425,52,690,393
423,51,696,389
423,53,690,392
422,63,694,390
422,58,691,390
423,57,694,393
424,59,692,390
426,54,701,391
429,53,703,388
433,53,699,387
