530,112,669,286
534,112,671,285
536,112,673,284
539,112,675,284
542,112,678,284
545,112,681,286
548,113,683,286
551,113,686,285
554,113,688,286
557,114,691,287
561,115,694,287
564,115,697,288
567,116,700,288
568,118,703,289
570,118,704,289
573,118,705,288
575,118,706,289
576,119,708,289
577,121,709,291
577,121,709,291
578,122,709,291
579,122,710,291
581,122,710,292
581,122,709,292
582,121,708,293
581,121,706,294
579,122,705,295
577,121,703,297
576,121,701,298
575,122,699,298
573,122,696,300
570,122,693,299
568,122,690,300
567,122,687,300
565,122,685,300
563,121,683,300
562,121,681,301
562,121,678,301
561,120,677,302
559,120,677,302
558,119,676,303
557,119,675,303
557,118,675,303
556,117,674,304
558,117,674,303
558,117,674,304
561,115,675,306
562,114,676,307
562,115,677,309
563,115,678,311
564,113,678,312
565,112,679,313
566,111,680,314
567,111,681,316
569,111,682,317
569,110,682,319
569,111,683,320
570,112,683,321
569,111,684,323
570,117,684,322
571,114,684,325
572,113,684,327
572,113,684,330
574,113,684,328
575,113,685,333
575,113,686,335
577,113,686,337
577,114,687,339
578,114,687,341
578,114,688,343
578,114,688,345
578,114,688,347
579,115,689,349
580,116,690,351
581,117,691,353
582,118,692,353
583,118,693,353
583,118,695,360
583,118,695,362
584,119,697,366
585,118,698,368
585,119,698,370
585,119,699,374
585,120,700,376
584,120,700,378
584,121,701,381
583,122,701,382
582,123,701,385
581,124,700,387
580,126,700,389
578,126,699,392
577,126,699,394
576,127,700,397
575,128,701,399
573,129,702,400
572,129,702,402
570,128,703,406
569,127,703,408
567,128,704,409
565,128,704,409
564,127,705,410
564,128,702,410
563,127,703,411
562,127,703,410
562,125,705,411
562,124,705,404
562,122,708,410
561,121,711,413
561,119,714,415
561,119,717,415
561,117,720,415
561,115,722,415
561,113,726,415
560,111,729,414
559,109,731,414
560,110,734,412
560,108,736,411
560,105,735,409
560,104,741,412
560,102,747,413
560,101,753,415
560,102,758,416
561,101,763,420
560,101,768,422
559,102,772,426
556,103,773,430
554,103,775,435
553,103,780,437
