534,128,671,285
536,128,674,283
538,132,673,285
543,128,678,284
544,129,679,284
548,128,682,283
549,130,685,286
553,128,687,285
557,132,688,285
560,130,693,284
564,128,696,287
565,131,700,287
569,132,702,287
570,134,703,290
572,131,706,289
574,134,706,288
576,133,706,290
579,133,708,290
579,136,708,293
579,136,708,293
582,136,708,293
582,136,708,293
582,136,708,293
582,136,708,293
583,138,707,292
581,139,707,295
582,141,706,294
580,139,702,294
578,140,697,297
577,136,698,296
573,141,695,299
572,139,691,298
569,138,690,300
568,137,689,299
567,141,685,298
564,137,684,297
562,139,682,300
562,137,681,300
561,136,679,299
561,135,679,299
559,135,677,299
557,134,675,303
557,131,675,300
557,133,675,303
557,131,675,303
559,131,672,306
561,129,674,306
561,129,674,306
561,130,676,309
563,127,678,309
563,127,678,309
565,128,680,312
565,125,680,312
567,125,682,312
567,126,682,315
569,128,683,319
569,128,683,319
569,128,683,319
571,128,683,326
573,128,684,326
573,124,681,327
573,128,681,331
575,128,682,331
575,128,682,331
575,128,684,332
575,128,684,334
577,128,685,334
577,128,686,337
579,128,688,339
579,128,688,341
579,132,688,345
579,132,688,345
581,132,690,347
583,132,690,352
583,132,690,352
584,134,691,353
584,134,693,355
584,134,693,358
584,134,694,363
584,134,697,363
584,134,700,366
584,134,700,369
584,134,700,369
586,134,700,374
588,139,701,376
588,139,701,378
586,139,701,379
586,139,702,384
584,139,702,384
584,139,702,387
584,144,701,392
579,144,698,392
579,149,701,397
579,144,701,398
579,144,701,398
574,148,698,403
571,148,701,403
571,151,701,406
571,151,701,406
567,149,700,409
567,148,703,409
567,148,703,409
566,146,705,412
566,146,705,412
563,146,708,412
566,143,711,412
563,143,714,412
563,143,714,412
563,142,717,412
564,138,720,417
563,136,724,412
562,136,724,412
563,133,727,412
561,133,731,412
561,133,733,412
564,133,736,412
563,124,738,409
561,124,742,409
563,126,747,411
563,127,753,412
563,127,753,412
561,127,759,415
560,125,765,419
560,125,768,425
560,125,773,430
555,127,777,434
555,130,777,440
551,122,784,443
550,125,789,449
550,125,789,449
548,129,792,459
540,128,792,459
540,128,792,459
535,134,795,463
529,137,795,463
529,142,800,467
527,125,796,467
521,125,796,467
521,125,796,467
513,123,794,464
505,123,794,470
502,123,789,470
497,122,788,467
490,124,785,472
485,123,782,470
477,122,777,467
472,123,774,464
466,118,770,464
457,115,766,468
454,112,763,465
451,116,760,463
445,113,757,460
440,113,752,460
437,113,751,458
431,113,746,455
428,111,743,454
427,111,739,454
419,108,737,449
422,107,735,447
423,107,734,445
418,102,730,443
418,102,730,443
421,101,727,439
418,101,727,434
425,98,728,430
428,98,726,430
455,100,727,427
456,95,728,427
459,94,726,427
459,94,726,427
459,94,726,427
457,91,727,430
449,91,729,430
443,91,729,430
443,89,729,430
443,89,730,431
443,89,730,431
443,89,736,434
443,89,736,434
440,86,738,436
443,90,741,435
449,90,744,435
455,90,749,435
456,87,749,434
456,87,754,434
459,84,757,438
468,81,763,432
471,78,763,434
473,78,769,429
473,75,770,425
476,71,773,427
480,69,777,422
484,66,780,419
484,61,777,416
486,57,784,412
487,55,785,408
490,51,788,411
492,46,789,405
492,46,789,403
492,43,789,400
492,43,788,397
493,36,788,396
492,35,787,395
491,35,786,395
488,34,782,394
483,33,777,393
481,29,770,393
481,32,766,387
472,39,760,387
467,39,754,387
464,36,751,389
455,37,745,388
452,40,738,387
448,40,734,387
442,38,729,387
435,42,724,385
435,42,721,388
432,41,718,386
427,43,713,387
427,43,713,387
424,44,711,387
425,45,712,388
425,45,712,388
423,49,706,385
423,49,705,387
423,49,705,387
422,51,702,389
422,51,702,389
422,51,702,389
422,52,702,390
422,56,697,387
422,56,697,387
422,56,697,387
428,56,701,387
428,56,701,387
428,56,701,384
